title,price,availability,rating,title_length,availability_binary,price_category,series_book
The Purest Hook (Second Circle Tattoos #3),12.25,In stock,1,42,1,low,1
The Picture of Dorian Gray,29.7,In stock,2,26,1,midium,0
The Paris Wife,36.8,In stock,3,14,1,midium,0
The Obsession,45.43,In stock,1,13,1,high,0
The Nightingale,26.26,In stock,4,15,1,midium,0
The New Guy (and Other Senior Year Distractions),44.92,In stock,3,48,1,high,0
The Nanny Diaries (Nanny #1),52.53,In stock,5,28,1,high,1
The Name of God is Mercy,37.25,In stock,2,24,1,midium,0
The Maze Runner (The Maze Runner #1),20.93,In stock,1,36,1,midium,1
The Lover's Dictionary,58.09,In stock,2,22,1,high,0
The Lonely Ones,43.59,In stock,5,15,1,high,0
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,In stock,3,111,1,midium,0
The Last Painting of Sara de Vos,55.55,In stock,2,32,1,high,0
"The Land of 10,000 Madonnas",29.64,In stock,4,27,1,midium,0
The Infinities,27.41,In stock,1,14,1,midium,0
The Husband's Secret,52.51,In stock,5,20,1,high,0
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,In stock,3,74,1,high,1
The Guns of August,14.54,In stock,2,18,1,low,0
The Guernsey Literary and Potato Peel Pie Society,49.53,In stock,1,49,1,high,0
The Goldfinch,43.58,In stock,3,13,1,high,0
The Giver (The Giver Quartet #1),12.3,In stock,1,32,1,low,1
The Girl with All the Gifts,49.47,In stock,3,27,1,high,0
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,In stock,2,53,1,midium,1
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,In stock,1,61,1,high,1
The Exiled,43.45,In stock,3,10,1,high,0
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,In stock,4,60,1,midium,0
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,In stock,4,92,1,low,0
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,In stock,5,131,1,high,0
The Devil Wears Prada (The Devil Wears Prada #1),44.29,In stock,1,48,1,high,1
The Demon-Haunted World: Science as a Candle in the Dark,52.25,In stock,4,56,1,high,0
The Day the Crayons Came Home (Crayons),26.33,In stock,5,39,1,midium,0
The Da Vinci Code (Robert Langdon #2),22.96,In stock,2,37,1,midium,1
The Cuckoo's Calling (Cormoran Strike #1),19.21,In stock,1,41,1,low,1
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,In stock,4,77,1,midium,0
The Complete Poems,41.32,In stock,5,18,1,high,0
The Catcher in the Rye,24.55,In stock,1,22,1,midium,0
The Cat in the Hat (Beginner Books B-1),16.26,In stock,2,39,1,low,1
The Case for Christ (Cases for Christianity),47.84,In stock,1,44,1,high,0
The Book Thief,53.49,In stock,2,14,1,high,1
The Book of Basketball: The NBA According to The Sports Guy,44.84,In stock,5,59,1,high,1
The Blind Side: Evolution of a Game,53.71,In stock,5,35,1,high,0
The Autobiography of Malcolm X,23.43,In stock,2,30,1,midium,0
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,In stock,3,79,1,midium,0
The Art of Fielding,22.1,In stock,1,19,1,midium,0
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,In stock,2,69,1,midium,0
Stiff: The Curious Lives of Human Cadavers,36.74,In stock,3,42,1,midium,0
Spilled Milk: Based on a True Story,49.51,In stock,1,35,1,high,0
Something Borrowed (Darcy & Rachel #1),48.96,In stock,5,38,1,high,1
Something Blue (Darcy & Rachel #2),54.62,In stock,1,34,1,high,1
Soldier (Talon #3),24.72,In stock,2,18,1,midium,1
Shopaholic & Baby (Shopaholic #5),46.45,In stock,2,33,1,high,1
Seven Days in the Art World,52.33,In stock,2,27,1,high,0
Seven Brief Lessons on Physics,30.6,In stock,4,30,1,midium,0
Scarlet (The Lunar Chronicles #2),14.57,In stock,4,33,1,low,1
Sarah's Key,46.29,In stock,1,11,1,high,0
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,In stock,5,45,1,midium,1
Running with Scissors,12.91,In stock,4,21,1,low,0
Rogue Lawyer (Rogue Lawyer #1),50.11,In stock,3,30,1,high,1
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,In stock,4,87,1,high,0
Rework,44.88,In stock,2,6,1,high,0
Reservations for Two,11.1,In stock,3,20,1,low,0
Red: The True Story of Red Riding Hood,28.54,In stock,3,38,1,midium,0
Ready Player One,19.07,In stock,4,16,1,low,0
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,In stock,1,65,1,high,0
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,In stock,3,57,1,high,1
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,In stock,1,54,1,midium,1
Packing for Mars: The Curious Science of Life in the Void,56.68,In stock,2,57,1,high,0
Outliers: The Story of Success,14.16,In stock,1,30,1,low,0
Original Fake,31.45,In stock,3,13,1,midium,0
Orange Is the New Black,24.61,In stock,2,23,1,midium,0
One for the Money (Stephanie Plum #1),32.87,In stock,2,37,1,midium,1
Notes from a Small Island (Notes From a Small Island #1),40.17,In stock,1,56,1,high,1
Night (The Night Trilogy #1),13.51,In stock,1,28,1,low,1
Neither Here nor There: Travels in Europe,38.95,In stock,3,41,1,midium,0
Naked,31.69,In stock,3,5,1,midium,0
Morning Star (Red Rising #3),29.4,In stock,1,28,1,midium,1
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,In stock,1,92,1,high,0
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,In stock,2,56,1,high,1
Me Talk Pretty One Day,57.6,In stock,2,22,1,high,0
Manuscript Found in Accra,34.98,In stock,2,25,1,midium,0
Lust & Wonder,11.87,In stock,2,13,1,low,0
Lila (Gilead #3),12.47,In stock,3,16,1,low,1
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,In stock,2,71,1,midium,1
Life Without a Recipe,59.04,In stock,5,21,1,high,0
Life After Life,26.13,In stock,2,15,1,midium,0
Letter to a Christian Nation,22.2,In stock,1,28,1,midium,0
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,In stock,1,55,1,high,0
Legend (Legend #1),43.69,In stock,4,18,1,high,1
"Lean In: Women, Work, and the Will to Lead",25.02,In stock,1,42,1,midium,0
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,In stock,5,58,1,high,0
Lady Renegades (Rebel Belle #3),53.04,In stock,5,31,1,high,1
Jurassic Park (Jurassic Park #1),44.97,In stock,1,32,1,high,1
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,In stock,1,92,1,high,0
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,In stock,3,56,1,midium,0
Into the Wild,56.7,In stock,5,13,1,high,0
Inferno (Robert Langdon #4),41.0,In stock,5,27,1,high,1
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,In stock,3,80,1,midium,0
If I Run (If I Run #1),49.97,In stock,4,22,1,high,1
I've Got Your Number,19.69,In stock,1,20,1,low,0
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,In stock,2,76,1,midium,0
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,In stock,3,89,1,midium,0
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,In stock,2,74,1,high,0
House of Leaves,54.89,In stock,1,15,1,high,0
Horrible Bear!,37.52,In stock,2,14,1,midium,0
Holidays on Ice,51.07,In stock,2,15,1,high,0
Heir to the Sky,44.07,In stock,4,15,1,high,0
Green Eggs and Ham (Beginner Books B-16),10.79,In stock,4,40,1,low,1
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,In stock,1,36,1,high,1
Gratitude,26.66,In stock,5,9,1,midium,0
Gone Girl,37.6,In stock,5,9,1,midium,0
Golden (Heart of Dread #3),42.21,In stock,4,26,1,high,1
Girl in the Blue Coat,46.83,In stock,2,21,1,high,0
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,In stock,2,40,1,high,1
"Friday Night Lights: A Town, a Team, and a Dream",51.22,In stock,3,48,1,high,0
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,In stock,4,46,1,midium,1
Fifty Shades Freed (Fifty Shades #3),15.36,In stock,5,36,1,low,1
Fellside,38.62,In stock,1,8,1,midium,0
Extreme Prey (Lucas Davenport #26),25.4,In stock,3,34,1,midium,1
Eragon (The Inheritance Cycle #1),43.87,In stock,3,33,1,high,1
Eclipse (Twilight #3),18.74,In stock,1,21,1,low,1
Dune (Dune #1),54.86,In stock,1,14,1,high,1
Dracula,52.62,In stock,3,7,1,high,0
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,In stock,1,54,1,high,1
Disrupted: My Misadventure in the Start-Up Bubble,15.28,In stock,5,49,1,low,0
Dead Wake: The Last Crossing of the Lusitania,39.24,In stock,5,45,1,midium,0
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,In stock,1,69,1,low,0
Darkfever (Fever #1),56.02,In stock,1,20,1,high,1
Dark Places,23.9,In stock,5,11,1,midium,0
Crazy Rich Asians (Crazy Rich Asians #1),49.13,In stock,5,40,1,high,1
Counting Thyme,10.62,In stock,1,14,1,low,0
Cosmos,36.17,In stock,2,6,1,midium,0
Civilization and Its Discontents,59.95,In stock,2,32,1,high,0
Cinder (The Lunar Chronicles #1),26.09,In stock,1,32,1,midium,1
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,In stock,2,62,1,midium,0
Career of Evil (Cormoran Strike #3),24.72,In stock,2,35,1,midium,1
Breaking Dawn (Twilight #4),35.28,In stock,5,27,1,midium,1
Brave Enough,51.32,In stock,5,12,1,high,0
Boy Meets Boy,21.12,In stock,3,13,1,midium,0
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,In stock,2,90,1,midium,0
Blink: The Power of Thinking Without Thinking,21.74,In stock,5,45,1,midium,0
Black Flags: The Rise of ISIS,40.87,In stock,1,29,1,high,0
"Black Butler, Vol. 1 (Black Butler #1)",49.31,In stock,1,38,1,high,1
Big Little Lies,22.11,In stock,1,15,1,midium,0
Between Shades of Gray,20.79,In stock,5,22,1,midium,0
Best of My Love (Fool's Gold #20),27.41,In stock,2,33,1,midium,1
Beowulf,38.35,In stock,2,7,1,midium,0
Beautiful Creatures (Caster Chronicles #1),21.55,In stock,5,42,1,midium,1
Awkward,38.02,In stock,2,7,1,midium,0
Ash,22.06,In stock,4,3,1,midium,0
Are We There Yet?,10.66,In stock,3,17,1,low,0
Are We Smart Enough to Know How Smart Animals Are?,56.58,In stock,1,50,1,high,0
Annie on My Mind,36.83,In stock,5,16,1,midium,0
And Then There Were None,35.01,In stock,2,24,1,midium,0
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,In stock,4,67,1,midium,0
A Visit from the Goon Squad,14.08,In stock,5,27,1,low,0
A Storm of Swords (A Song of Ice and Fire #3),31.22,In stock,2,45,1,midium,1
A Heartbreaking Work of Staggering Genius,54.29,In stock,5,41,1,high,0
8 Keys to Mental Health Through Exercise,31.04,In stock,1,40,1,midium,0
#GIRLBOSS,50.96,In stock,1,9,1,high,1
"The Suffragettes (Little Black Classics, #96)",11.89,In stock,2,45,1,low,1
The Sense of an Ending,31.38,In stock,3,22,1,midium,0
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,In stock,1,64,1,high,1
The Course of Love,16.78,In stock,3,18,1,low,0
Sugar Rush (Offensive Line #2),24.42,In stock,1,30,1,midium,1
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,In stock,3,45,1,low,1
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,In stock,1,42,1,midium,0
New Moon (Twilight #2),12.86,In stock,4,22,1,low,1
Life,31.58,In stock,5,4,1,midium,0
Kindle Paperwhite User's Guide,34.0,In stock,3,30,1,midium,0
H is for Hawk,57.42,In stock,5,13,1,high,0
Girl Online On Tour (Girl Online #2),53.47,In stock,1,36,1,high,1
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,In stock,5,40,1,low,1
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,In stock,4,84,1,high,1
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,In stock,4,54,1,low,1
While You Were Mine,41.32,In stock,5,19,1,high,0
Where Lightning Strikes (Bleeding Stars #3),39.77,In stock,3,43,1,midium,1
When I'm Gone,51.96,In stock,3,13,1,high,0
Ways of Seeing,39.51,In stock,5,14,1,midium,0
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,In stock,1,42,1,low,1
Vampire Girl (Vampire Girl #1),53.82,In stock,2,30,1,high,1
Twenty Love Poems and a Song of Despair,30.95,In stock,4,39,1,midium,0
Travels with Charley: In Search of America,57.82,In stock,5,42,1,high,0
Three Wishes (River of Time: California #1),44.18,In stock,2,43,1,high,1
This One Moment (Pushing Limits #1),48.71,In stock,1,35,1,high,1
The Zombie Room,19.69,In stock,5,15,1,low,0
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,In stock,2,72,1,midium,1
The Tumor,41.56,In stock,5,9,1,high,0
The Story of Hong Gildong,43.19,In stock,4,25,1,high,0
The Silent Wife,12.34,In stock,5,15,1,low,0
The Silent Twin (Detective Jennifer Knight #3),36.25,In stock,3,46,1,midium,1
The Selfish Gene,29.45,In stock,1,16,1,midium,0
The Secret Healer,34.56,In stock,3,17,1,midium,0
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,In stock,3,70,1,high,1
The Republic,33.78,In stock,3,12,1,midium,0
The Odyssey,29.64,In stock,3,11,1,midium,0
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,In stock,4,70,1,high,1
The Nicomachean Ethics,36.34,In stock,1,22,1,midium,0
The Name of the Wind (The Kingkiller Chronicle #1),50.59,In stock,3,50,1,high,1
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,In stock,1,51,1,midium,1
The Little Prince,45.42,In stock,2,17,1,high,0
The Light of the Fireflies,54.43,In stock,1,26,1,high,0
The Last Girl (The Dominion Trilogy #1),36.26,In stock,2,39,1,midium,1
The Iliad,16.16,In stock,1,9,1,low,0
The Hook Up (Game On #1),36.29,In stock,5,24,1,midium,1
The Haters,27.89,In stock,5,10,1,midium,0
The Girl You Lost,12.29,In stock,5,17,1,low,0
The Girl In The Ice (DCI Erika Foster #1),15.85,In stock,3,41,1,low,1
The End of the Jesus Era (An Investigation #1),14.4,In stock,1,46,1,low,1
The Edge of Reason (Bridget Jones #2),19.18,In stock,4,37,1,low,1
The Complete Maus (Maus #1-2),10.64,In stock,3,29,1,low,1
The Communist Manifesto,14.76,In stock,3,23,1,low,0
The Bhagavad Gita,57.49,In stock,3,17,1,high,0
The Bette Davis Club,30.66,In stock,3,20,1,midium,0
The Art of Not Breathing,40.83,In stock,4,24,1,high,0
Taking Shots (Assassins #1),18.88,In stock,2,27,1,low,1
Starlark,25.83,In stock,3,8,1,midium,0
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,In stock,3,35,1,high,1
Sister Sable (The Mad Queen #1),13.33,In stock,3,31,1,low,1
Shatter Me (Shatter Me #1),42.4,In stock,1,26,1,high,1
Shameless,58.35,In stock,3,9,1,high,0
Shadow Rites (Jane Yellowrock #10),21.72,In stock,4,34,1,midium,1
Settling the Score (The Summer Games #1),44.91,In stock,2,40,1,high,1
Sense and Sensibility,37.46,In stock,1,21,1,midium,0
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,In stock,1,45,1,midium,1
"Rhythm, Chord & Malykhin",28.34,In stock,2,24,1,midium,0
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,In stock,5,73,1,high,1
Paradise Lost (Paradise #1),24.96,In stock,1,27,1,midium,1
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,In stock,4,38,1,midium,1
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,In stock,3,68,1,midium,1
Origins (Alphas 0.5),28.99,In stock,1,20,1,midium,0
One Second (Seven #7),52.94,In stock,2,21,1,high,1
On the Road (Duluoz Legend),32.36,In stock,3,27,1,midium,0
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,In stock,2,65,1,high,0
Off Sides (Off #1),39.45,In stock,5,18,1,midium,1
Of Mice and Men,47.11,In stock,2,15,1,high,0
Myriad (Prentor #1),58.75,In stock,4,19,1,high,1
My Perfect Mistake (Over the Top #1),38.92,In stock,2,36,1,midium,1
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,In stock,4,57,1,midium,1
Meditations,25.89,In stock,2,11,1,midium,0
Matilda,28.34,In stock,1,7,1,midium,0
Lost Among the Living,27.7,In stock,4,21,1,midium,0
Lord of the Flies,24.89,In stock,3,17,1,midium,0
Listen to Me (Fusion #1),58.99,In stock,3,24,1,high,1
Kitchens of the Great Midwest,57.2,In stock,5,29,1,high,0
Jane Eyre,38.43,In stock,5,9,1,midium,0
Imperfect Harmony,34.74,In stock,4,17,1,midium,0
Icing (Aces Hockey #2),40.44,In stock,4,22,1,high,1
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,In stock,3,49,1,high,1
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,In stock,4,56,1,midium,1
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,In stock,4,36,1,high,1
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,In stock,5,40,1,high,1
Frankenstein,38.0,In stock,2,12,1,midium,0
Forever Rockers (The Rocker #12),28.8,In stock,3,32,1,midium,1
Fighting Fate (Fighting #6),39.24,In stock,3,27,1,midium,1
Emma,32.93,In stock,2,4,1,midium,0
"Eat, Pray, Love",51.32,In stock,3,15,1,high,0
Deep Under (Walker Security #1),47.09,In stock,5,31,1,high,1
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,In stock,4,61,1,midium,0
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,In stock,3,53,1,midium,1
Charity's Cross (Charles Towne Belles #4),41.24,In stock,1,41,1,high,1
Bright Lines,39.07,In stock,5,12,1,midium,0
Bridget Jones's Diary (Bridget Jones #1),29.82,In stock,1,40,1,midium,1
Bounty (Colorado Mountain #7),37.26,In stock,4,29,1,midium,1
Blood Defense (Samantha Brinkman #1),20.3,In stock,3,36,1,midium,1
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,In stock,5,59,1,midium,1
Beyond Good and Evil,43.38,In stock,1,20,1,high,0
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,In stock,1,57,1,high,1
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,In stock,4,48,1,high,1
A Spy's Devotion (The Regency Spies of London #1),16.97,In stock,5,49,1,low,1
1st to Die (Women's Murder Club #1),53.98,In stock,1,35,1,high,1
"1,000 Places to See Before You Die",26.08,In stock,5,34,1,midium,0
